subject,predicate,object,subject_type,predicate_type,object_type
U0039,MEMBER_OF,PRJ019,Person,WORKS_IN,Project
U0111,MEMBER_OF,PRJ019,Person,BELONGS_TO,Project
U0075,MEMBER_OF,PRJ019,Person,SPONSORS,Project
U0017,MEMBER_OF,PRJ019,Person,RELATED_TO,Project
U0033,MEMBER_OF,PRJ019,Person,SPONSORS,Project
U0015,SPONSORS,PRJ019,Person,REPORTS_TO,Project
U0057,MANAGES,PRJ019,Person,RELATED_TO,Project
U0082,MEMBER_OF,PRJ020,Person,BELONGS_TO,Project
U0071,MEMBER_OF,PRJ020,Person,RELATED_TO,Project
U0058,MEMBER_OF,PRJ020,Person,PART_OF,Project
U0079,MEMBER_OF,PRJ020,Person,MANAGES,Project
U0059,MEMBER_OF,PRJ020,Person,DEPENDS_ON,Project
U0088,MEMBER_OF,PRJ020,Person,SPONSORS,Project
U0015,SPONSORS,PRJ020,Person,DEPENDS_ON,Project
U0034,MANAGES,PRJ020,Person,AUTHORED_BY,Project
DOC00001,AUTHORED_BY,U0120,Department,MEMBER_OF,Person
DOC00001,BELONGS_TO,D007,Department,DEPENDS_ON,Department
DOC00001,RELATED_TO,PRJ013,Department,SPONSORS,Project
DOC00002,AUTHORED_BY,U0081,Department,ASSIGNED_TO,Person
DOC00002,BELONGS_TO,D007,Department,RELATED_TO,Department
DOC00003,AUTHORED_BY,U0096,Department,RELATED_TO,Person
DOC00003,BELONGS_TO,D004,Department,DEPENDS_ON,Department
DOC00003,RELATED_TO,PRJ010,Department,BELONGS_TO,Project
DOC00004,AUTHORED_BY,U0028,Department,DEPENDS_ON,Person
DOC00004,BELONGS_TO,D005,Department,AUTHORED_BY,Department
DOC00005,AUTHORED_BY,U0105,Department,RELATED_TO,Person
DOC00005,BELONGS_TO,D008,Department,REFERENCES,Department
DOC00005,RELATED_TO,PRJ016,Department,WORKS_IN,Project
DOC00006,AUTHORED_BY,U0127,Department,PART_OF,Person
DOC00006,BELONGS_TO,D006,Department,FOLLOWS,Department
DOC00006,RELATED_TO,PRJ011,Department,PART_OF,Project
DOC00007,AUTHORED_BY,U0027,Department,MEMBER_OF,Person
DOC00007,BELONGS_TO,D001,Department,DEPENDS_ON,Department
DOC00008,AUTHORED_BY,U0076,Department,BELONGS_TO,Person
DOC00008,BELONGS_TO,D008,Department,REFERENCES,Department
DOC00009,AUTHORED_BY,U0102,Department,AUTHORED_BY,Person
DOC00009,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00010,AUTHORED_BY,U0003,Department,DEPENDS_ON,Person
DOC00010,BELONGS_TO,D001,Department,REFERENCES,Department
DOC00010,RELATED_TO,PRJ012,Department,WORKS_IN,Project
DOC00011,AUTHORED_BY,U0008,Department,AUTHORED_BY,Person
DOC00011,BELONGS_TO,D008,Department,RELATED_TO,Department
DOC00012,AUTHORED_BY,U0094,Department,REFERENCES,Person
DOC00012,BELONGS_TO,D005,Department,PART_OF,Department
DOC00012,RELATED_TO,PRJ014,Department,DEPENDS_ON,Project
DOC00013,AUTHORED_BY,U0089,Department,PART_OF,Person
DOC00013,BELONGS_TO,D008,Department,FOLLOWS,Department
DOC00014,AUTHORED_BY,U0103,Department,WORKS_IN,Person
DOC00014,BELONGS_TO,D002,Department,MANAGES,Department
DOC00015,AUTHORED_BY,U0098,Department,AUTHORED_BY,Person
DOC00015,BELONGS_TO,D002,Department,SPONSORS,Department
DOC00016,AUTHORED_BY,U0088,Department,WORKS_IN,Person
DOC00016,BELONGS_TO,D001,Department,SPONSORS,Department
DOC00017,AUTHORED_BY,U0002,Department,MEMBER_OF,Person
DOC00017,BELONGS_TO,D006,Department,FOLLOWS,Department
DOC00018,AUTHORED_BY,U0129,Department,MANAGES,Person
DOC00018,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00019,AUTHORED_BY,U0019,Department,SPONSORS,Person
DOC00019,BELONGS_TO,D002,Department,REPORTS_TO,Department
DOC00020,AUTHORED_BY,U0120,Department,FOLLOWS,Person
DOC00020,BELONGS_TO,D008,Department,ASSIGNED_TO,Department
DOC00021,AUTHORED_BY,U0145,Department,WORKS_IN,Person
DOC00021,BELONGS_TO,D002,Department,REFERENCES,Department
DOC00022,AUTHORED_BY,U0128,Department,WORKS_IN,Person
DOC00022,BELONGS_TO,D002,Department,MANAGES,Department
DOC00023,AUTHORED_BY,U0083,Department,MEMBER_OF,Person
DOC00023,BELONGS_TO,D002,Department,SPONSORS,Department
DOC00023,RELATED_TO,PRJ009,Department,PART_OF,Project
DOC00024,AUTHORED_BY,U0021,Department,ASSIGNED_TO,Person
DOC00024,BELONGS_TO,D008,Department,REFERENCES,Department
DOC00025,AUTHORED_BY,U0029,Department,RELATED_TO,Person
DOC00025,BELONGS_TO,D001,Department,REPORTS_TO,Department
DOC00026,AUTHORED_BY,U0146,Department,REPORTS_TO,Person
DOC00026,BELONGS_TO,D003,Department,WORKS_IN,Department
DOC00026,RELATED_TO,PRJ016,Department,MANAGES,Project
DOC00027,AUTHORED_BY,U0045,Department,DEPENDS_ON,Person
DOC00027,BELONGS_TO,D001,Department,MEMBER_OF,Department
DOC00027,RELATED_TO,PRJ014,Department,AUTHORED_BY,Project
DOC00028,AUTHORED_BY,U0025,Department,REFERENCES,Person
DOC00028,BELONGS_TO,D006,Department,BELONGS_TO,Department
DOC00028,RELATED_TO,PRJ008,Department,SPONSORS,Project
DOC00029,AUTHORED_BY,U0039,Department,BELONGS_TO,Person
DOC00029,BELONGS_TO,D001,Department,FOLLOWS,Department
DOC00030,AUTHORED_BY,U0126,Department,PART_OF,Person
DOC00030,BELONGS_TO,D003,Department,REFERENCES,Department
DOC00030,RELATED_TO,PRJ009,Department,RELATED_TO,Project
DOC00031,AUTHORED_BY,U0124,Department,RELATED_TO,Person
DOC00031,BELONGS_TO,D006,Department,REFERENCES,Department
DOC00031,RELATED_TO,PRJ012,Department,MANAGES,Project
DOC00032,AUTHORED_BY,U0011,Department,ASSIGNED_TO,Person
DOC00032,BELONGS_TO,D006,Department,REPORTS_TO,Department
DOC00032,RELATED_TO,PRJ014,Department,REFERENCES,Project
DOC00033,AUTHORED_BY,U0124,Department,MANAGES,Person
DOC00033,BELONGS_TO,D001,Department,BELONGS_TO,Department
DOC00034,AUTHORED_BY,U0073,Department,REPORTS_TO,Person
DOC00034,BELONGS_TO,D007,Department,FOLLOWS,Department
DOC00035,AUTHORED_BY,U0098,Department,WORKS_IN,Person
DOC00035,BELONGS_TO,D007,Department,RELATED_TO,Department
DOC00035,RELATED_TO,PRJ001,Department,BELONGS_TO,Project
DOC00036,AUTHORED_BY,U0043,Department,REFERENCES,Person
DOC00036,BELONGS_TO,D006,Department,MEMBER_OF,Department
DOC00036,RELATED_TO,PRJ006,Department,WORKS_IN,Project
DOC00037,AUTHORED_BY,U0106,Department,WORKS_IN,Person
DOC00037,BELONGS_TO,D002,Department,REFERENCES,Department
DOC00037,RELATED_TO,PRJ008,Department,REPORTS_TO,Project
DOC00038,AUTHORED_BY,U0098,Department,RELATED_TO,Person
DOC00038,BELONGS_TO,D001,Department,BELONGS_TO,Department
DOC00039,AUTHORED_BY,U0120,Department,DEPENDS_ON,Person
DOC00039,BELONGS_TO,D002,Department,DEPENDS_ON,Department
DOC00040,AUTHORED_BY,U0026,Department,FOLLOWS,Person
DOC00040,BELONGS_TO,D007,Department,SPONSORS,Department
DOC00041,AUTHORED_BY,U0003,Department,MANAGES,Person
DOC00041,BELONGS_TO,D004,Department,MEMBER_OF,Department
DOC00042,AUTHORED_BY,U0025,Department,SPONSORS,Person
DOC00042,BELONGS_TO,D001,Department,MEMBER_OF,Department
DOC00043,AUTHORED_BY,U0053,Department,DEPENDS_ON,Person
DOC00043,BELONGS_TO,D002,Department,MEMBER_OF,Department
DOC00043,RELATED_TO,PRJ016,Department,DEPENDS_ON,Project
DOC00044,AUTHORED_BY,U0011,Department,MEMBER_OF,Person
DOC00044,BELONGS_TO,D007,Department,AUTHORED_BY,Department
DOC00044,RELATED_TO,PRJ005,Department,RELATED_TO,Project
DOC00045,AUTHORED_BY,U0133,Department,RELATED_TO,Person
DOC00045,BELONGS_TO,D002,Department,MEMBER_OF,Department
DOC00046,AUTHORED_BY,U0119,Department,WORKS_IN,Person
DOC00046,BELONGS_TO,D002,Department,RELATED_TO,Department
DOC00046,RELATED_TO,PRJ013,Department,WORKS_IN,Project
DOC00047,AUTHORED_BY,U0037,Department,REPORTS_TO,Person
DOC00047,BELONGS_TO,D006,Department,DEPENDS_ON,Department
DOC00047,RELATED_TO,PRJ019,Department,WORKS_IN,Project
DOC00048,AUTHORED_BY,U0112,Department,REFERENCES,Person
DOC00048,BELONGS_TO,D006,Department,REPORTS_TO,Department
DOC00048,RELATED_TO,PRJ005,Department,REFERENCES,Project
DOC00049,AUTHORED_BY,U0101,Department,WORKS_IN,Person
DOC00049,BELONGS_TO,D004,Department,MANAGES,Department
DOC00050,AUTHORED_BY,U0128,Department,DEPENDS_ON,Person
DOC00050,BELONGS_TO,D002,Department,ASSIGNED_TO,Department
DOC00051,AUTHORED_BY,U0008,Department,MANAGES,Person
DOC00051,BELONGS_TO,D003,Department,REFERENCES,Department
DOC00052,AUTHORED_BY,U0147,Department,FOLLOWS,Person
DOC00052,BELONGS_TO,D001,Department,PART_OF,Department
DOC00053,AUTHORED_BY,U0016,Department,MEMBER_OF,Person
DOC00053,BELONGS_TO,D006,Department,BELONGS_TO,Department
DOC00054,AUTHORED_BY,U0107,Department,REFERENCES,Person
DOC00054,BELONGS_TO,D008,Department,AUTHORED_BY,Department
DOC00055,AUTHORED_BY,U0118,Department,DEPENDS_ON,Person
DOC00055,BELONGS_TO,D004,Department,REFERENCES,Department
DOC00055,RELATED_TO,PRJ019,Department,MANAGES,Project
DOC00056,AUTHORED_BY,U0144,Department,DEPENDS_ON,Person
DOC00056,BELONGS_TO,D005,Department,REPORTS_TO,Department
DOC00056,RELATED_TO,PRJ007,Department,ASSIGNED_TO,Project
DOC00057,AUTHORED_BY,U0125,Department,MEMBER_OF,Person
DOC00057,BELONGS_TO,D002,Department,REPORTS_TO,Department
DOC00057,RELATED_TO,PRJ013,Department,PART_OF,Project
DOC00058,AUTHORED_BY,U0144,Department,DEPENDS_ON,Person
DOC00058,BELONGS_TO,D004,Department,REPORTS_TO,Department
DOC00059,AUTHORED_BY,U0031,Department,WORKS_IN,Person
DOC00059,BELONGS_TO,D007,Department,MEMBER_OF,Department
DOC00060,AUTHORED_BY,U0147,Department,AUTHORED_BY,Person
DOC00060,BELONGS_TO,D005,Department,DEPENDS_ON,Department
DOC00061,AUTHORED_BY,U0141,Department,DEPENDS_ON,Person
DOC00061,BELONGS_TO,D008,Department,REFERENCES,Department
DOC00062,AUTHORED_BY,U0075,Department,WORKS_IN,Person
DOC00062,BELONGS_TO,D007,Department,MEMBER_OF,Department
DOC00062,RELATED_TO,PRJ005,Department,AUTHORED_BY,Project
DOC00063,AUTHORED_BY,U0111,Department,BELONGS_TO,Person
DOC00063,BELONGS_TO,D001,Department,FOLLOWS,Department
DOC00064,AUTHORED_BY,U0062,Department,REPORTS_TO,Person
DOC00064,BELONGS_TO,D002,Department,WORKS_IN,Department
DOC00064,RELATED_TO,PRJ009,Department,RELATED_TO,Project
DOC00065,AUTHORED_BY,U0004,Department,ASSIGNED_TO,Person
DOC00065,BELONGS_TO,D008,Department,BELONGS_TO,Department
DOC00065,RELATED_TO,PRJ017,Department,DEPENDS_ON,Project
DOC00066,AUTHORED_BY,U0100,Department,ASSIGNED_TO,Person
DOC00066,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00066,RELATED_TO,PRJ012,Department,SPONSORS,Project
DOC00067,AUTHORED_BY,U0144,Department,REFERENCES,Person
DOC00067,BELONGS_TO,D005,Department,REFERENCES,Department
DOC00068,AUTHORED_BY,U0129,Department,FOLLOWS,Person
DOC00068,BELONGS_TO,D008,Department,MEMBER_OF,Department
DOC00069,AUTHORED_BY,U0034,Department,RELATED_TO,Person
DOC00069,BELONGS_TO,D005,Department,MANAGES,Department
DOC00070,AUTHORED_BY,U0067,Department,BELONGS_TO,Person
DOC00070,BELONGS_TO,D008,Department,PART_OF,Department
DOC00070,RELATED_TO,PRJ011,Department,MEMBER_OF,Project
DOC00071,AUTHORED_BY,U0103,Department,REFERENCES,Person
DOC00071,BELONGS_TO,D007,Department,REFERENCES,Department
DOC00071,RELATED_TO,PRJ012,Department,WORKS_IN,Project
DOC00072,AUTHORED_BY,U0050,Department,PART_OF,Person
DOC00072,BELONGS_TO,D006,Department,SPONSORS,Department
DOC00072,RELATED_TO,PRJ017,Department,REPORTS_TO,Project
DOC00073,AUTHORED_BY,U0034,Department,FOLLOWS,Person
DOC00073,BELONGS_TO,D006,Department,AUTHORED_BY,Department
DOC00074,AUTHORED_BY,U0100,Department,REPORTS_TO,Person
DOC00074,BELONGS_TO,D001,Department,DEPENDS_ON,Department
DOC00074,RELATED_TO,PRJ015,Department,AUTHORED_BY,Project
DOC00075,AUTHORED_BY,U0065,Department,PART_OF,Person
DOC00075,BELONGS_TO,D002,Department,MANAGES,Department
DOC00076,AUTHORED_BY,U0131,Department,RELATED_TO,Person
DOC00076,BELONGS_TO,D001,Department,ASSIGNED_TO,Department
DOC00076,RELATED_TO,PRJ008,Department,PART_OF,Project
DOC00077,AUTHORED_BY,U0027,Department,ASSIGNED_TO,Person
DOC00077,BELONGS_TO,D008,Department,RELATED_TO,Department
DOC00078,AUTHORED_BY,U0006,Department,ASSIGNED_TO,Person
DOC00078,BELONGS_TO,D001,Department,RELATED_TO,Department
DOC00078,RELATED_TO,PRJ005,Department,MANAGES,Project
DOC00079,AUTHORED_BY,U0022,Department,REFERENCES,Person
DOC00079,BELONGS_TO,D006,Department,REFERENCES,Department
DOC00080,AUTHORED_BY,U0100,Department,REPORTS_TO,Person
DOC00080,BELONGS_TO,D005,Department,BELONGS_TO,Department
DOC00080,RELATED_TO,PRJ008,Department,SPONSORS,Project
DOC00081,AUTHORED_BY,U0105,Department,RELATED_TO,Person
DOC00081,BELONGS_TO,D007,Department,AUTHORED_BY,Department
DOC00081,RELATED_TO,PRJ003,Department,BELONGS_TO,Project
DOC00082,AUTHORED_BY,U0071,Department,MEMBER_OF,Person
DOC00082,BELONGS_TO,D005,Department,FOLLOWS,Department
DOC00083,AUTHORED_BY,U0044,Department,AUTHORED_BY,Person
DOC00083,BELONGS_TO,D007,Department,SPONSORS,Department
DOC00083,RELATED_TO,PRJ009,Department,MANAGES,Project
DOC00084,AUTHORED_BY,U0008,Department,REFERENCES,Person
DOC00084,BELONGS_TO,D007,Department,BELONGS_TO,Department
DOC00084,RELATED_TO,PRJ014,Department,WORKS_IN,Project
DOC00085,AUTHORED_BY,U0023,Department,MEMBER_OF,Person
DOC00085,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00085,RELATED_TO,PRJ004,Department,MANAGES,Project
DOC00086,AUTHORED_BY,U0044,Department,AUTHORED_BY,Person
DOC00086,BELONGS_TO,D002,Department,AUTHORED_BY,Department
DOC00086,RELATED_TO,PRJ011,Department,RELATED_TO,Project
DOC00087,AUTHORED_BY,U0065,Department,PART_OF,Person
DOC00087,BELONGS_TO,D003,Department,MANAGES,Department
DOC00088,AUTHORED_BY,U0120,Department,WORKS_IN,Person
DOC00088,BELONGS_TO,D001,Department,PART_OF,Department
DOC00089,AUTHORED_BY,U0030,Department,WORKS_IN,Person
DOC00089,BELONGS_TO,D001,Department,RELATED_TO,Department
DOC00089,RELATED_TO,PRJ019,Department,ASSIGNED_TO,Project
DOC00090,AUTHORED_BY,U0131,Department,ASSIGNED_TO,Person
DOC00090,BELONGS_TO,D005,Department,MANAGES,Department
DOC00091,AUTHORED_BY,U0025,Department,FOLLOWS,Person
DOC00091,BELONGS_TO,D008,Department,REPORTS_TO,Department
DOC00091,RELATED_TO,PRJ016,Department,REPORTS_TO,Project
DOC00092,AUTHORED_BY,U0011,Department,SPONSORS,Person
DOC00092,BELONGS_TO,D003,Department,BELONGS_TO,Department
DOC00093,AUTHORED_BY,U0022,Department,AUTHORED_BY,Person
DOC00093,BELONGS_TO,D005,Department,MEMBER_OF,Department
DOC00093,RELATED_TO,PRJ011,Department,RELATED_TO,Project
DOC00094,AUTHORED_BY,U0074,Department,FOLLOWS,Person
DOC00094,BELONGS_TO,D006,Department,AUTHORED_BY,Department
DOC00094,RELATED_TO,PRJ012,Department,AUTHORED_BY,Project
DOC00095,AUTHORED_BY,U0044,Department,SPONSORS,Person
DOC00095,BELONGS_TO,D008,Department,FOLLOWS,Department
DOC00096,AUTHORED_BY,U0020,Department,FOLLOWS,Person
DOC00096,BELONGS_TO,D002,Department,SPONSORS,Department
DOC00097,AUTHORED_BY,U0116,Department,AUTHORED_BY,Person
DOC00097,BELONGS_TO,D005,Department,FOLLOWS,Department
DOC00098,AUTHORED_BY,U0103,Department,AUTHORED_BY,Person
DOC00098,BELONGS_TO,D008,Department,PART_OF,Department
DOC00099,AUTHORED_BY,U0101,Department,WORKS_IN,Person
DOC00099,BELONGS_TO,D005,Department,ASSIGNED_TO,Department
DOC00100,AUTHORED_BY,U0116,Department,FOLLOWS,Person
DOC00100,BELONGS_TO,D007,Department,BELONGS_TO,Department
DOC00100,RELATED_TO,PRJ009,Department,MEMBER_OF,Project
DOC00101,AUTHORED_BY,U0068,Department,BELONGS_TO,Person
DOC00101,BELONGS_TO,D001,Department,REPORTS_TO,Department
DOC00102,AUTHORED_BY,U0036,Department,DEPENDS_ON,Person
DOC00102,BELONGS_TO,D001,Department,MEMBER_OF,Department
DOC00103,AUTHORED_BY,U0042,Department,REFERENCES,Person
DOC00103,BELONGS_TO,D008,Department,BELONGS_TO,Department
DOC00103,RELATED_TO,PRJ014,Department,MANAGES,Project
DOC00104,AUTHORED_BY,U0079,Department,MEMBER_OF,Person
DOC00104,BELONGS_TO,D008,Department,REFERENCES,Department
DOC00104,RELATED_TO,PRJ018,Department,REFERENCES,Project
DOC00105,AUTHORED_BY,U0069,Department,REPORTS_TO,Person
DOC00105,BELONGS_TO,D008,Department,REPORTS_TO,Department
DOC00105,RELATED_TO,PRJ020,Department,DEPENDS_ON,Project
DOC00106,AUTHORED_BY,U0030,Department,REPORTS_TO,Person
DOC00106,BELONGS_TO,D001,Department,BELONGS_TO,Department
DOC00107,AUTHORED_BY,U0096,Department,FOLLOWS,Person
DOC00107,BELONGS_TO,D008,Department,REPORTS_TO,Department
DOC00108,AUTHORED_BY,U0065,Department,MANAGES,Person
DOC00108,BELONGS_TO,D008,Department,DEPENDS_ON,Department
DOC00108,RELATED_TO,PRJ014,Department,ASSIGNED_TO,Project
DOC00109,AUTHORED_BY,U0035,Department,WORKS_IN,Person
DOC00109,BELONGS_TO,D005,Department,PART_OF,Department
DOC00109,RELATED_TO,PRJ018,Department,ASSIGNED_TO,Project
DOC00110,AUTHORED_BY,U0148,Department,WORKS_IN,Person
DOC00110,BELONGS_TO,D004,Department,MEMBER_OF,Department
DOC00111,AUTHORED_BY,U0133,Department,REPORTS_TO,Person
DOC00111,BELONGS_TO,D006,Department,PART_OF,Department
DOC00111,RELATED_TO,PRJ008,Department,REPORTS_TO,Project
DOC00112,AUTHORED_BY,U0131,Department,BELONGS_TO,Person
DOC00112,BELONGS_TO,D004,Department,FOLLOWS,Department
DOC00112,RELATED_TO,PRJ013,Department,DEPENDS_ON,Project
DOC00113,AUTHORED_BY,U0121,Department,REFERENCES,Person
DOC00113,BELONGS_TO,D003,Department,DEPENDS_ON,Department
DOC00114,AUTHORED_BY,U0094,Department,MANAGES,Person
DOC00114,BELONGS_TO,D001,Department,FOLLOWS,Department
DOC00114,RELATED_TO,PRJ017,Department,DEPENDS_ON,Project
DOC00115,AUTHORED_BY,U0127,Department,ASSIGNED_TO,Person
DOC00115,BELONGS_TO,D005,Department,MEMBER_OF,Department
DOC00116,AUTHORED_BY,U0024,Department,SPONSORS,Person
DOC00116,BELONGS_TO,D006,Department,RELATED_TO,Department
DOC00116,RELATED_TO,PRJ003,Department,PART_OF,Project
DOC00117,AUTHORED_BY,U0121,Department,SPONSORS,Person
DOC00117,BELONGS_TO,D005,Department,MANAGES,Department
DOC00117,RELATED_TO,PRJ001,Department,ASSIGNED_TO,Project
DOC00118,AUTHORED_BY,U0003,Department,MANAGES,Person
DOC00118,BELONGS_TO,D005,Department,SPONSORS,Department
DOC00118,RELATED_TO,PRJ009,Department,DEPENDS_ON,Project
DOC00119,AUTHORED_BY,U0044,Department,RELATED_TO,Person
DOC00119,BELONGS_TO,D006,Department,MANAGES,Department
DOC00119,RELATED_TO,PRJ018,Department,REPORTS_TO,Project
DOC00120,AUTHORED_BY,U0061,Department,REFERENCES,Person
DOC00120,BELONGS_TO,D005,Department,RELATED_TO,Department
DOC00121,AUTHORED_BY,U0039,Department,MANAGES,Person
DOC00121,BELONGS_TO,D002,Department,REPORTS_TO,Department
DOC00122,AUTHORED_BY,U0123,Department,ASSIGNED_TO,Person
DOC00122,BELONGS_TO,D004,Department,AUTHORED_BY,Department
DOC00122,RELATED_TO,PRJ008,Department,DEPENDS_ON,Project
DOC00123,AUTHORED_BY,U0096,Department,FOLLOWS,Person
DOC00123,BELONGS_TO,D005,Department,SPONSORS,Department
DOC00124,AUTHORED_BY,U0026,Department,REPORTS_TO,Person
DOC00124,BELONGS_TO,D006,Department,FOLLOWS,Department
DOC00124,RELATED_TO,PRJ017,Department,ASSIGNED_TO,Project
DOC00125,AUTHORED_BY,U0024,Department,REFERENCES,Person
DOC00125,BELONGS_TO,D006,Department,REPORTS_TO,Department
DOC00125,RELATED_TO,PRJ014,Department,REPORTS_TO,Project
DOC00126,AUTHORED_BY,U0129,Department,REPORTS_TO,Person
DOC00126,BELONGS_TO,D001,Department,ASSIGNED_TO,Department
DOC00126,RELATED_TO,PRJ014,Department,MANAGES,Project
DOC00127,AUTHORED_BY,U0139,Department,RELATED_TO,Person
DOC00127,BELONGS_TO,D001,Department,ASSIGNED_TO,Department
DOC00127,RELATED_TO,PRJ017,Department,MANAGES,Project
DOC00128,AUTHORED_BY,U0146,Department,SPONSORS,Person
DOC00128,BELONGS_TO,D006,Department,SPONSORS,Department
DOC00128,RELATED_TO,PRJ018,Department,SPONSORS,Project
DOC00129,AUTHORED_BY,U0126,Department,FOLLOWS,Person
DOC00129,BELONGS_TO,D005,Department,FOLLOWS,Department
DOC00129,RELATED_TO,PRJ004,Department,ASSIGNED_TO,Project
DOC00130,AUTHORED_BY,U0125,Department,SPONSORS,Person
DOC00130,BELONGS_TO,D002,Department,RELATED_TO,Department
DOC00131,AUTHORED_BY,U0025,Department,RELATED_TO,Person
DOC00131,BELONGS_TO,D004,Department,MANAGES,Department
DOC00131,RELATED_TO,PRJ002,Department,REPORTS_TO,Project
DOC00132,AUTHORED_BY,U0105,Department,WORKS_IN,Person
DOC00132,BELONGS_TO,D001,Department,DEPENDS_ON,Department
DOC00133,AUTHORED_BY,U0094,Department,REFERENCES,Person
DOC00133,BELONGS_TO,D007,Department,WORKS_IN,Department
DOC00134,AUTHORED_BY,U0016,Department,REPORTS_TO,Person
DOC00134,BELONGS_TO,D006,Department,ASSIGNED_TO,Department
DOC00134,RELATED_TO,PRJ013,Department,REPORTS_TO,Project
DOC00135,AUTHORED_BY,U0093,Department,FOLLOWS,Person
DOC00135,BELONGS_TO,D003,Department,SPONSORS,Department
DOC00136,AUTHORED_BY,U0091,Department,SPONSORS,Person
DOC00136,BELONGS_TO,D004,Department,MEMBER_OF,Department
DOC00137,AUTHORED_BY,U0138,Department,PART_OF,Person
DOC00137,BELONGS_TO,D007,Department,DEPENDS_ON,Department
DOC00137,RELATED_TO,PRJ016,Department,AUTHORED_BY,Project
DOC00138,AUTHORED_BY,U0097,Department,RELATED_TO,Person
DOC00138,BELONGS_TO,D007,Department,RELATED_TO,Department
DOC00138,RELATED_TO,PRJ013,Department,WORKS_IN,Project
DOC00139,AUTHORED_BY,U0079,Department,RELATED_TO,Person
DOC00139,BELONGS_TO,D007,Department,SPONSORS,Department
DOC00139,RELATED_TO,PRJ019,Department,FOLLOWS,Project
DOC00140,AUTHORED_BY,U0121,Department,MANAGES,Person
DOC00140,BELONGS_TO,D003,Department,AUTHORED_BY,Department
DOC00141,AUTHORED_BY,U0022,Department,SPONSORS,Person
DOC00141,BELONGS_TO,D004,Department,WORKS_IN,Department
DOC00141,RELATED_TO,PRJ004,Department,RELATED_TO,Project
DOC00142,AUTHORED_BY,U0033,Department,SPONSORS,Person
DOC00142,BELONGS_TO,D006,Department,REPORTS_TO,Department
DOC00142,RELATED_TO,PRJ019,Department,REFERENCES,Project
DOC00143,AUTHORED_BY,U0037,Department,PART_OF,Person
DOC00143,BELONGS_TO,D004,Department,FOLLOWS,Department
DOC00143,RELATED_TO,PRJ002,Department,MEMBER_OF,Project
DOC00144,AUTHORED_BY,U0123,Department,ASSIGNED_TO,Person
DOC00144,BELONGS_TO,D006,Department,FOLLOWS,Department
DOC00144,RELATED_TO,PRJ005,Department,ASSIGNED_TO,Project
DOC00145,AUTHORED_BY,U0066,Department,BELONGS_TO,Person
DOC00145,BELONGS_TO,D003,Department,AUTHORED_BY,Department
DOC00145,RELATED_TO,PRJ017,Department,MEMBER_OF,Project
DOC00146,AUTHORED_BY,U0041,Department,MEMBER_OF,Person
DOC00146,BELONGS_TO,D007,Department,RELATED_TO,Department
DOC00147,AUTHORED_BY,U0128,Department,ASSIGNED_TO,Person
DOC00147,BELONGS_TO,D005,Department,ASSIGNED_TO,Department
DOC00148,AUTHORED_BY,U0119,Department,BELONGS_TO,Person
DOC00148,BELONGS_TO,D007,Department,AUTHORED_BY,Department
DOC00149,AUTHORED_BY,U0134,Department,FOLLOWS,Person
DOC00149,BELONGS_TO,D006,Department,ASSIGNED_TO,Department
DOC00149,RELATED_TO,PRJ008,Department,BELONGS_TO,Project
DOC00150,AUTHORED_BY,U0076,Department,BELONGS_TO,Person
DOC00150,BELONGS_TO,D004,Department,BELONGS_TO,Department
DOC00150,RELATED_TO,PRJ015,Department,BELONGS_TO,Project
DOC00151,AUTHORED_BY,U0095,Department,SPONSORS,Person
DOC00151,BELONGS_TO,D005,Department,REFERENCES,Department
DOC00152,AUTHORED_BY,U0003,Department,AUTHORED_BY,Person
DOC00152,BELONGS_TO,D006,Department,MANAGES,Department
DOC00152,RELATED_TO,PRJ001,Department,REFERENCES,Project
DOC00153,AUTHORED_BY,U0085,Department,ASSIGNED_TO,Person
DOC00153,BELONGS_TO,D007,Department,ASSIGNED_TO,Department
DOC00153,RELATED_TO,PRJ017,Department,RELATED_TO,Project
DOC00154,AUTHORED_BY,U0054,Department,MANAGES,Person
DOC00154,BELONGS_TO,D006,Department,AUTHORED_BY,Department
DOC00154,RELATED_TO,PRJ009,Department,WORKS_IN,Project
DOC00155,AUTHORED_BY,U0128,Department,REPORTS_TO,Person
DOC00155,BELONGS_TO,D006,Department,AUTHORED_BY,Department
DOC00156,AUTHORED_BY,U0074,Department,REPORTS_TO,Person
DOC00156,BELONGS_TO,D004,Department,PART_OF,Department
DOC00157,AUTHORED_BY,U0130,Department,REFERENCES,Person
DOC00157,BELONGS_TO,D008,Department,BELONGS_TO,Department
DOC00157,RELATED_TO,PRJ017,Department,DEPENDS_ON,Project
DOC00158,AUTHORED_BY,U0078,Department,ASSIGNED_TO,Person
DOC00158,BELONGS_TO,D005,Department,RELATED_TO,Department
DOC00158,RELATED_TO,PRJ011,Department,MANAGES,Project
DOC00159,AUTHORED_BY,U0043,Department,FOLLOWS,Person
DOC00159,BELONGS_TO,D002,Department,PART_OF,Department
DOC00160,AUTHORED_BY,U0082,Department,WORKS_IN,Person
DOC00160,BELONGS_TO,D005,Department,PART_OF,Department
DOC00160,RELATED_TO,PRJ004,Department,MANAGES,Project
